,sentence,correct label,predicted label,is correct,is train,
2543,phone number,request,request,True,True,
2544,is there anything else,reqalts,reqalts,True,True,
2545,address,request,request,True,True,
2546,is there anything else,reqalts,reqalts,True,True,
2547,cheap restaurant,inform,inform,True,True,
2548,what is the address,request,request,True,True,
2549,type of food,request,request,True,True,
2550,i dont care,inform,inform,True,True,
2551,breath i am looking for a venue that serves gastropub food,inform,inform,True,True,
2552,whats the address,request,request,True,True,
2553,thank you good bye,thankyou,thankyou,True,True,
2554,sil,null,null,True,True,
2555,id like a moderately priced restaurant in the south part of town,inform,inform,True,True,
2556,yes,affirm,affirm,True,True,
2557,im looking for a restaurant serving chinese food,inform,inform,True,True,
2558,whats the phone number,request,request,True,True,
2559,what about european food,reqalts,reqalts,True,True,
2560,what about earatree food,reqalts,reqalts,True,True,
2561,whats the phone number,request,request,True,True,
2562,thank you good bye,thankyou,thankyou,True,True,
2563,thank you goodbye,thankyou,thankyou,True,True,
2564,i dont care,inform,inform,True,True,
2565,system,null,null,True,True,
2566,what is the address and phone number,request,request,True,True,
2567,yes,affirm,affirm,True,True,
2568,bye,bye,bye,True,True,
2569,is that persian food,confirm,confirm,True,True,
2570,im looking for a moderately priced restaurant that serves bistro,inform,inform,True,True,
2571,restaurant in the north part of town serv,inform,inform,True,True,
2572,is there anything else,reqalts,reqalts,True,True,
2573,the phone number,request,request,True,True,
2574,expensive restaurant south part of town,inform,inform,True,True,
2575,im looking for an expensive restaurant in the south part of town,inform,inform,True,True,
2576,thank you good bye,thankyou,thankyou,True,True,
2577,noise,null,null,True,True,
2578,north,inform,inform,True,True,
2579,address,request,request,True,True,
2580,i would like chinese food,inform,inform,True,True,
2581,i dont care,inform,inform,True,True,
2582,thank you good bye,thankyou,thankyou,True,True,
2583,how about international,reqalts,reqalts,True,True,
2584,phone number,request,request,True,True,
2585,address,request,request,True,True,
2586,noise,null,null,True,True,
2587,address,request,request,True,True,
2588,moderate restaurant south part of town,inform,inform,True,True,
2589,for a cheap restaurant in the east part of town,inform,inform,True,True,
2590,creative food,inform,inform,True,True,
2591,how about korean food,reqalts,reqalts,True,True,
2592,address and phone number,request,request,True,True,
2593,any type of area,inform,request,False,True,
2594,whats the phone number and address,request,request,True,True,
2595,and whats the phone number,request,request,True,True,
2596,south,inform,inform,True,True,
2597,can i have the address,request,request,True,True,
2598,thank you good bye,thankyou,thankyou,True,True,
2599,hi need an,hello,hello,True,True,
2600,what is the address,request,request,True,True,
2601,what is the address,request,request,True,True,
2602,moroccan food,inform,inform,True,True,
2603,thank you good bye,thankyou,thankyou,True,True,
2604,and can i get the address,request,request,True,True,
2605,noise,null,null,True,True,
2606,no,negate,negate,True,True,
2607,spanish food in any area,inform,inform,True,True,
2608,i am looking for a cheap restaurant and it should serve seafood,inform,inform,True,True,
2609,good bye,bye,bye,True,True,
2610,what type of food,request,request,True,True,
2611,north part of town fast food,inform,inform,True,True,
2612,phone number,request,request,True,True,
2613,anything else,reqalts,reqalts,True,True,
2614,price range,request,request,True,True,
2615,thank you good bye,thankyou,thankyou,True,True,
2616,what is the address,request,request,True,True,
2617,thank you good bye,thankyou,thankyou,True,True,
2618,um surprise me,inform,null,False,True,
2619,may i have the phone number,request,request,True,True,
2620,can i get the phone number,request,request,True,True,
2621,what is their special dish,request,request,True,True,
2622,may i have the address and phone number,request,request,True,True,
2623,european food,inform,inform,True,True,
2624,i dont care,inform,inform,True,True,
2625,vietnamese food,inform,inform,True,True,
2626,noise,null,null,True,True,
2627,whats the phone number,request,request,True,True,
2628,thank you good bye,thankyou,thankyou,True,True,
2629,static,null,null,True,True,
2630,moderate,inform,inform,True,True,
2631,can i have the address and phone number,request,request,True,True,
2632,catalen food,inform,inform,True,True,
2633,thank you good bye,thankyou,thankyou,True,True,
2634,north,inform,inform,True,True,
2635,phone number,request,request,True,True,
2636,uh the south,inform,inform,True,True,
2637,um doesnt mater,inform,inform,True,True,
2638,yes,affirm,affirm,True,True,
2639,cheap restaurant in the north,inform,inform,True,True,
2640,find gastropub restaurant,inform,inform,True,True,
2641,what area,request,request,True,True,
2642,phone number,request,request,True,True,
2643,give me the phone number,request,request,True,True,
2644,sil,null,null,True,True,
2645,east,inform,inform,True,True,
2646,scandinavian,inform,inform,True,True,
2647,south of town,inform,inform,True,True,
2648,whats the address,request,request,True,True,
2649,thank you good bye,thankyou,thankyou,True,True,
2650,can i have the address and phone number of the venue,request,request,True,True,
2651,thank you good bye,thankyou,thankyou,True,True,
2652,phone number,request,request,True,True,
2653,what is the address,request,request,True,True,
2654,price range,request,request,True,True,
2655,i want to find a cheap restaurant in the south part of town,inform,inform,True,True,
2656,wha what type of food,request,request,True,True,
2657,how about portuguese food,reqalts,reqalts,True,True,
2658,im looking to find a moderately priced restaurant,inform,inform,True,True,
2659,yes,affirm,affirm,True,True,
2660,how about asian oriental,reqalts,reqalts,True,True,
2661,yes,affirm,affirm,True,True,
2662,and the phone number,request,request,True,True,
2663,uh a restaurant in the south part of town,inform,inform,True,True,
2664,center,inform,inform,True,True,
2665,expensive,inform,inform,True,True,
2666,center,inform,inform,True,True,
2667,address,request,request,True,True,
2668,italian food,inform,inform,True,True,
2669,gastropub,inform,inform,True,True,
2670,address,request,request,True,True,
2671,whats the phone number,request,request,True,True,
2672,scottish food,inform,inform,True,True,
2673,spanish,inform,inform,True,True,
2674,i would like a restaurant,inform,inform,True,True,
2675,moderately priced,inform,inform,True,True,
2676,yes,affirm,affirm,True,True,
2677,hi im looking for a moderately priced restaurant,hello,hello,True,True,
2678,could i get the phone number and,request,request,True,True,
2679,could i have the address please,request,request,True,True,
2680,the phone number,request,request,True,True,
2681,what is the address and phone number,request,request,True,True,
2682,scottish,inform,inform,True,True,
2683,im looking,null,null,True,True,
2684,whats the address to that please,request,request,True,True,
2685,european food,inform,inform,True,True,
2686,korean food,inform,inform,True,True,
2687,um dont care,inform,inform,True,True,
2688,okay thats all thank you good bye,thankyou,thankyou,True,True,
2689,and the post code,request,request,True,True,
2690,african,inform,inform,True,True,
2691,whats the ph,null,null,True,True,
2692,what type of venue,request,request,True,True,
2693,in the east part of town,inform,inform,True,True,
2694,anything else,reqalts,reqalts,True,True,
2695,turkish food,inform,inform,True,True,
2696,thank you good bye,thankyou,thankyou,True,True,
2697,address,request,request,True,True,
2698,thank you good bye,thankyou,thankyou,True,True,
2699,is there anything else,reqalts,reqalts,True,True,
2700,looking for a restaurant in the south part of town,inform,inform,True,True,
2701,no pan asian food,negate,negate,True,True,
2702,no,negate,negate,True,True,
2703,price range,request,request,True,True,
2704,pub or british type of food,inform,inform,True,True,
2705,i dont care,inform,inform,True,True,
2706,veitnamese,inform,inform,True,True,
2707,west side,inform,inform,True,True,
2708,no indian,negate,negate,True,True,
2709,expensive price range,request,request,True,True,
2710,i dont care but i want it to be in the east part of town,inform,inform,True,True,
2711,thank you goodbye,thankyou,thankyou,True,True,
2712,portuguese,inform,inform,True,True,
2713,signaporian,inform,inform,True,True,
2714,center,inform,inform,True,True,
2715,what is the phone number,request,request,True,True,
2716,moderate ly,inform,inform,True,True,
2717,yes mexican food,affirm,affirm,True,True,
2718,noise,null,null,True,True,
2719,thank you good bye,thankyou,thankyou,True,True,
2720,address,request,request,True,True,
2721,phone number,request,request,True,True,
2722,no,negate,negate,True,True,
2723,australasian food,inform,inform,True,True,
2724,moderately,inform,inform,True,True,
2725,uh it doesnt matter,inform,inform,True,True,
2726,dont matter,inform,inform,True,True,
2727,thank you good bye,thankyou,thankyou,True,True,
2728,caribbean food,inform,inform,True,True,
2729,what is the address and phone number,request,request,True,True,
2730,sil,null,null,True,True,
2731,address,request,request,True,True,
2732,how about vietnamese food,reqalts,reqalts,True,True,
2733,cheap gastropub,inform,inform,True,True,
2734,address phone number post code,request,request,True,True,
2735,thank you good bye,thankyou,thankyou,True,True,
2736,im looking for a restaurant serving chinese food,inform,inform,True,True,
2737,cheap australian,inform,inform,True,True,
2738,post code,request,request,True,True,
2739,yea,affirm,affirm,True,True,
2740,address,request,request,True,True,
2741,what is the address,request,request,True,True,
2742,south part of town,inform,inform,True,True,
2743,french food,inform,inform,True,True,
2744,okay how about any area,reqalts,reqalts,True,True,
2745,right,affirm,affirm,True,True,
2746,how about turkish,reqalts,reqalts,True,True,
2747,spanish food,inform,inform,True,True,
2748,moroccan,inform,inform,True,True,
2749,im looking for a restaurant in the north part of town serving indonesian,inform,inform,True,True,
2750,i need a restaurant that serves canape,inform,inform,True,True,
2751,thank you good bye,thankyou,thankyou,True,True,
2752,moderate,inform,inform,True,True,
2753,sil,null,null,True,True,
2754,i would like moroccan food,inform,inform,True,True,
2755,and the type of food at gourmet burger kitchen,request,request,True,True,
2756,address,request,request,True,True,
2757,venetian food,inform,inform,True,True,
2758,thank you good bye,thankyou,thankyou,True,True,
2759,sil,null,null,True,True,
2760,yes,affirm,affirm,True,True,
2761,unintelligible,null,null,True,True,
2762,spanish food,inform,inform,True,True,
2763,and their post code,request,request,True,True,
2764,thank you goodbye,thankyou,thankyou,True,True,
2765,no,negate,negate,True,True,
2766,im looking for english food in the west part of town,inform,inform,True,True,
2767,im looking for a korean restaurant,inform,inform,True,True,
2768,yes,affirm,affirm,True,True,
2769,may i have a moderately priced restaurant serving english,inform,inform,True,True,
2770,good bye,bye,bye,True,True,
2771,there is no such venue harbor indian type of food,inform,inform,True,True,
2772,is there anything else,reqalts,reqalts,True,True,
2773,im looking for a moderately priced restaurant,inform,inform,True,True,
2774,thank you good bye,thankyou,thankyou,True,True,
2775,whats its address,request,request,True,True,
2776,aw give me the damn code,null,null,True,True,
2777,in the inner south,inform,inform,True,True,
2778,any price range,inform,inform,True,True,
2779,west,inform,inform,True,True,
2780,is,null,null,True,True,
2781,expensive,inform,inform,True,True,
2782,address,request,request,True,True,
2783,in the center part of town,inform,inform,True,True,
2784,yes moderate priced,affirm,affirm,True,True,
2785,what type of food does it serve,request,request,True,True,
2786,thank you good bye,thankyou,thankyou,True,True,
2787,moderately priced,inform,inform,True,True,
2788,any,inform,inform,True,True,
2789,change that to chinese food,inform,inform,True,True,
2790,yes,affirm,affirm,True,True,
2791,address,request,request,True,True,
2792,east,inform,inform,True,True,
2793,whats the address,request,request,True,True,
2794,any,inform,inform,True,True,
2795,what area,request,request,True,True,
2796,it does not matter,inform,inform,True,True,
2797,type of food do they serve,request,request,True,True,
2798,whats the phone number,request,request,True,True,
2799,address,request,request,True,True,
2800,im looking for a restaurant,inform,inform,True,True,
2801,post code,request,request,True,True,
2802,traditional,inform,inform,True,True,
2803,uh whats the address and phone number,request,request,True,True,
2804,phone number,request,request,True,True,
2805,unusual food,inform,inform,True,True,
2806,no,negate,negate,True,True,
2807,post code,request,request,True,True,
2808,can i have the address,request,request,True,True,
2809,east,inform,inform,True,True,
2810,vietnamese,inform,inform,True,True,
2811,steak house food noise steak house food,inform,inform,True,True,
2812,address,request,request,True,True,
2813,the phone number,request,request,True,True,
2814,and what price range is that or nevermind,request,request,True,True,
2815,north,inform,inform,True,True,
2816,tv_noise,null,null,True,True,
2817,no,negate,negate,True,True,
2818,are there any other restaurants,reqalts,reqalts,True,True,
2819,yeah,affirm,affirm,True,True,
2820,thank you good bye,thankyou,thankyou,True,True,
2821,thai,inform,inform,True,True,
2822,is there anything else,reqalts,reqalts,True,True,
2823,i want a restaurant in the unintelligible that serves belgium food,inform,inform,True,True,
2824,im looking for african food,inform,inform,True,True,
2825,is there anything else,reqalts,reqalts,True,True,
2826,thank you good bye,thankyou,thankyou,True,True,
2827,moderately priced french food,inform,inform,True,True,
2828,thank you good bye,thankyou,thankyou,True,True,
2829,thank you good bye,thankyou,thankyou,True,True,
2830,cheap restaurant east of town,inform,inform,True,True,
2831,can i get the address and phone number,request,request,True,True,
2832,portuguese,inform,inform,True,True,
2833,thank you goodbye,thankyou,thankyou,True,True,
2834,sil,null,null,True,True,
2835,i need a cheap restaurant in the south part of town,inform,inform,True,True,
2836,how about indian food,reqalts,reqalts,True,True,
2837,how about european food,reqalts,reqalts,True,True,
2838,moderate restaurant south part of town,inform,inform,True,True,
2839,serves,null,null,True,True,
2840,phone number and price range,request,request,True,True,
2841,and their address,request,request,True,True,
2842,thank you good bye,thankyou,thankyou,True,True,
2843,international type of food,inform,inform,True,True,
2844,how about italian type of food,reqalts,reqalts,True,True,
2845,is there anything else,reqalts,reqalts,True,True,
2846,price range,request,request,True,True,
2847,phone number,request,request,True,True,
2848,thank you good bye,thankyou,thankyou,True,True,
2849,ah a phone number,request,request,True,True,
2850,i want a restaurant in the north part of town that serves kosher,inform,inform,True,True,
2851,address,request,request,True,True,
2852,yes,affirm,affirm,True,True,
2853,is there anything else,reqalts,reqalts,True,True,
2854,phone number,request,request,True,True,
2855,im looking for a cheap restaurant that serves christmas food,inform,inform,True,True,
2856,gastropub,inform,inform,True,True,
2857,i need a restaurant in the west part of town that serves european food,inform,inform,True,True,
2858,moderate,inform,inform,True,True,
2859,phone number,request,request,True,True,
2860,whats the phone number,request,request,True,True,
2861,and the address,request,request,True,True,
2862,what kind of food do they serve there,request,request,True,True,
2863,noise,null,null,True,True,
2864,and,null,null,True,True,
2865,what is the address,request,request,True,True,
2866,whats the address and phone number,request,request,True,True,
2867,looking for something moderately priced in the north side of town,inform,inform,True,True,
2868,can i have a seafood restaurant please,inform,inform,True,True,
2869,how bout italian foo,inform,inform,True,True,
2870,i would like to find a moderately priced restaurant and it should be in the east part of town,inform,inform,True,True,
2871,uh how about chinese food,reqalts,reqalts,True,True,
2872,phone number,request,request,True,True,
2873,i want to find an expensive restaurant in the south part of town,inform,inform,True,True,
2874,i dont care,inform,inform,True,True,
2875,vietnamese food,inform,inform,True,True,
2876,indian food,inform,inform,True,True,
2877,i need the nor,null,null,True,True,
2878,serving turkish food,inform,inform,True,True,
2879,location,request,request,True,True,
2880,what type of food do they serve,request,request,True,True,
2881,what is the price range,request,request,True,True,
2882,any cheap food,inform,inform,True,True,
2883,i dont care,inform,inform,True,True,
2884,north,inform,inform,True,True,
2885,and the address,request,request,True,True,
2886,moderately priced,inform,inform,True,True,
2887,dont care,inform,inform,True,True,
2888,yes,affirm,affirm,True,True,
2889,what is its address,request,request,True,True,
2890,whats the phone number,request,request,True,True,
2891,thank you good bye,thankyou,thankyou,True,True,
2892,north part of town,inform,inform,True,True,
2893,moderately priced restaurant in the east,inform,inform,True,True,
2894,oh jesus christ start over,restart,restart,True,True,
2895,address,request,request,True,True,
2896,i dont care,inform,inform,True,True,
2897,can i have the phone number,request,request,True,True,
2898,and whats the price range,request,request,True,True,
2899,cheap portugeuse,inform,inform,True,True,
2900,i dont care,inform,inform,True,True,
2901,i am looking for an expensive restaurant in the south part of town,inform,inform,True,True,
2902,what is the phone number,request,request,True,True,
2903,dont care,inform,inform,True,True,
2904,what type of venue,request,request,True,True,
2905,anything else,reqalts,reqalts,True,True,
2906,thank you good bye,thankyou,thankyou,True,True,
2907,moderate,inform,inform,True,True,
2908,thank you goodbye,thankyou,thankyou,True,True,
2909,thank you good bye,thankyou,thankyou,True,True,
2910,noise,null,null,True,True,
2911,how about caribbean food,reqalts,reqalts,True,True,
2912,center,inform,inform,True,True,
2913,um hi i want to find a restaurant in the town center that serves,hello,hello,True,True,
2914,im looking for a cheap restaurant that serves cuban food,inform,inform,True,True,
2915,is there a restaurant serving modern european food,reqalts,inform,False,True,
2916,what is the address,request,request,True,True,
2917,phone number,request,request,True,True,
2918,moderate,inform,inform,True,True,
2919,thank you good bye,thankyou,thankyou,True,True,
2920,im looking for a restaurant in the south part of town and it should serve canapes food,inform,inform,True,True,
2921,yes,affirm,affirm,True,True,
2922,whats the address,request,request,True,True,
2923,how about indian food,reqalts,reqalts,True,True,
2924,what type of food do they serve,request,request,True,True,
2925,thank you good bye,thankyou,thankyou,True,True,
2926,what type food,inform,request,False,True,
2927,any kind,inform,inform,True,True,
2928,how bout asian,reqalts,inform,False,True,
2929,doesnt matter,inform,inform,True,True,
2930,moderately priced vanessa restaurant,inform,inform,True,True,
2931,looking for portuguese food in the south part of town,inform,inform,True,True,
2932,thank you good bye,thankyou,thankyou,True,True,
2933,the address,request,request,True,True,
2934,north,inform,inform,True,True,
2935,post code,request,request,True,True,
2936,noise,null,null,True,True,
2937,whats the address,request,request,True,True,
2938,thank you good bye,thankyou,thankyou,True,True,
2939,cough,null,null,True,True,
2940,afghan food,inform,inform,True,True,
2941,whats the address,request,request,True,True,
2942,how about spanish food,reqalts,reqalts,True,True,
2943,phone number,request,request,True,True,
2944,whats the phone number,request,request,True,True,
2945,im looking for a korean restaurant in the expensive price range,inform,inform,True,True,
2946,cheap restaurant,inform,inform,True,True,
2947,european,inform,inform,True,True,
2948,thank you good bye,thankyou,thankyou,True,True,
2949,chinese food,inform,inform,True,True,
2950,phone number,request,request,True,True,
2951,no,negate,negate,True,True,
2952,moderately priced,inform,inform,True,True,
2953,swedish food,inform,inform,True,True,
2954,phone number,request,request,True,True,
2955,im looking for a moderately priced restaurant in the south part of town,inform,inform,True,True,
2956,thank you goodbye,thankyou,thankyou,True,True,
2957,thank you goodbye,thankyou,thankyou,True,True,
2958,is there anything else,reqalts,reqalts,True,True,
2959,price range,request,request,True,True,
2960,center,inform,inform,True,True,
2961,i dont care,inform,inform,True,True,
2962,noise,null,null,True,True,
2963,phone number and post code,request,request,True,True,
2964,no indian,negate,negate,True,True,
2965,thanks us,thankyou,null,False,True,
2966,the address,request,request,True,True,
2967,any price range,inform,inform,True,True,
2968,thank you,thankyou,thankyou,True,True,
2969,whats the address,request,request,True,True,
2970,good bye,bye,bye,True,True,
2971,how about italian food,reqalts,reqalts,True,True,
2972,no,negate,negate,True,True,
2973,noise,null,null,True,True,
2974,phone number,request,request,True,True,
2975,alright whats the phone number,request,request,True,True,
2976,um how about a restaurant in the center with int,reqalts,reqalts,True,True,
2977,thank you good bye,thankyou,thankyou,True,True,
2978,i want to find a cheap restaurant in the north part of town,inform,inform,True,True,
2979,can i have the address of it,request,request,True,True,
2980,i dont care,inform,inform,True,True,
2981,im looking for a restaurant in the north of town serving korean french food,inform,inform,True,True,
2982,yes,affirm,affirm,True,True,
2983,what about the address,request,request,True,True,
2984,thank you good bye,thankyou,thankyou,True,True,
2985,thank you good bye,thankyou,thankyou,True,True,
2986,in the center,inform,inform,True,True,
2987,what is the phone number,request,request,True,True,
2988,barbecue food,inform,inform,True,True,
2989,and the phone number,request,request,True,True,
2990,can i get the phone number,request,request,True,True,
2991,whats the address,request,request,True,True,
2992,eritrean food,inform,inform,True,True,
2993,okay what about another restaurant,reqalts,reqalts,True,True,
2994,may i have the address,request,request,True,True,
2995,brazilian food,inform,inform,True,True,
2996,what is the phone number,request,request,True,True,
2997,what is the phone number,request,request,True,True,
2998,uh okay how about indian food in the east part of town,reqalts,reqalts,True,True,
2999,expensive,inform,inform,True,True,
3000,thank you good bye,thankyou,thankyou,True,True,
3001,kosher food,inform,inform,True,True,
3002,in the west,inform,inform,True,True,
3003,east part of town,inform,inform,True,True,
3004,i dont care,inform,inform,True,True,
3005,what are the price ranges available,request,request,True,True,
3006,im looking for a moderately priced restaurant,inform,inform,True,True,
3007,thank you good bye,thankyou,thankyou,True,True,
3008,any food,inform,inform,True,True,
3009,can i get the phone number,request,request,True,True,
3010,i dont care,inform,inform,True,True,
3011,what is the address,request,request,True,True,
3012,part of town and it serves mediterranean food,inform,inform,True,True,
3013,halo,hello,inform,False,True,
3014,im looking for a moderately priced restaurant in the north part of town,inform,inform,True,True,
3015,anything else,reqalts,reqalts,True,True,
3016,chinese,inform,inform,True,True,
3017,address,request,request,True,True,
3018,i dont care,inform,inform,True,True,
3019,thai,inform,inform,True,True,
3020,is there anything else,reqalts,reqalts,True,True,
3021,thank you good bye,thankyou,thankyou,True,True,
3022,south of town,inform,inform,True,True,
3023,italian,inform,inform,True,True,
3024,thank you good bye,thankyou,thankyou,True,True,
3025,turkish type food,inform,inform,True,True,
3026,area,request,request,True,True,
3027,thank you good bye,thankyou,thankyou,True,True,
3028,portuguese food,inform,inform,True,True,
3029,indian,inform,inform,True,True,
3030,area,request,request,True,True,
3031,expensive restaurant serving kosher food,inform,inform,True,True,
3032,bye,bye,bye,True,True,
3033,thank you good bye,thankyou,thankyou,True,True,
3034,im looking for a restaurant in the center that serves corsica,inform,inform,True,True,
3035,noise,null,null,True,True,
3036,may i have the address,request,request,True,True,
3037,can i have the address and post code,request,request,True,True,
3038,im looking for an expensive restaurant,inform,inform,True,True,
3039,im looking for one east part of town,inform,inform,True,True,
3040,any,inform,inform,True,True,
3041,thank you good bye,thankyou,thankyou,True,True,
3042,address,request,request,True,True,
3043,african food,inform,inform,True,True,
3044,does it serve korean,confirm,confirm,True,True,
3045,unintelligible,null,null,True,True,
3046,can i have the phone number,request,request,True,True,
3047,what area is it located,request,request,True,True,
3048,unusual food,inform,inform,True,True,
3049,now,null,null,True,True,
3050,price range,request,request,True,True,
3051,thank you good bye,thankyou,thankyou,True,True,
3052,address,request,request,True,True,
3053,italian,inform,inform,True,True,
3054,yes,affirm,affirm,True,True,
3055,im looking for a pan asian food in the south of town,inform,inform,True,True,
3056,thank you goodbye,thankyou,thankyou,True,True,
3057,i need to find an expensive restaurant in the south part of town,inform,inform,True,True,
3058,portugese,inform,inform,True,True,
3059,thank you good bye,thankyou,thankyou,True,True,
3060,unintelligible restaurant in west part of town,inform,inform,True,True,
3061,address,request,request,True,True,
3062,south bart,inform,inform,True,True,
3063,the south part of town,inform,inform,True,True,
3064,could i have its number,request,request,True,True,
3065,address,request,request,True,True,
3066,thank you good bye,thankyou,thankyou,True,True,
3067,no,negate,negate,True,True,
3068,phone number,request,request,True,True,
3069,hi looking for a moderately priced restaurant,hello,hello,True,True,
3070,i dont give a fuck if hk fusion serves chinese food im looking for thai food,inform,inform,True,True,
3071,dont care,inform,inform,True,True,
3072,east,inform,inform,True,True,
3073,im looking for a restaurant in the west part of town,inform,inform,True,True,
3074,no moderately priced restaurant,negate,negate,True,True,
3075,cheap,inform,inform,True,True,
3076,thank you good bye,thankyou,thankyou,True,True,
3077,what is their address,request,request,True,True,
3078,address,request,request,True,True,
3079,how about international,reqalts,reqalts,True,True,
3080,whats the address,request,request,True,True,
3081,any,inform,inform,True,True,
3082,how about portuguese,reqalts,reqalts,True,True,
3083,address,request,request,True,True,
3084,is there anything else,reqalts,reqalts,True,True,
3085,cheap,inform,inform,True,True,
3086,may i get the phone number,request,request,True,True,
3087,im looking for a restaurant that serves italian,inform,inform,True,True,
3088,thank you goodbye,thankyou,thankyou,True,True,
3089,spanish food in west area,inform,inform,True,True,
3090,and what is the post code,request,request,True,True,
3091,noise,null,null,True,True,
3092,east part,inform,inform,True,True,
3093,uh whats the address and phone number,request,request,True,True,
3094,im looking for a restaurant that serves indian food,inform,inform,True,True,
3095,thank you good bye,thankyou,thankyou,True,True,
3096,cheap restaurant,inform,inform,True,True,
3097,is there anything else,reqalts,reqalts,True,True,
3098,cheap unintelligible food,inform,inform,True,True,
3099,yes,affirm,affirm,True,True,
3100,a cheap restaurant,inform,inform,True,True,
3101,whats the address,request,request,True,True,
3102,north,inform,inform,True,True,
3103,post code,request,request,True,True,
3104,moderate,inform,inform,True,True,
3105,unintelligible,null,null,True,True,
3106,i want an expensive restaurant in the south part of town,inform,inform,True,True,
3107,it doesnt matter,inform,inform,True,True,
3108,thank you good bye,thankyou,thankyou,True,True,
3109,i wanna find a moderately priced restaurant in the east part of t,inform,inform,True,True,
3110,indonesian food,inform,inform,True,True,
3111,phone number and address,request,request,True,True,
3112,east of town,inform,inform,True,True,
3113,thank you good bye,thankyou,thankyou,True,True,
3114,anything else,reqalts,reqalts,True,True,
3115,yes,affirm,affirm,True,True,
3116,doesnt matter,inform,inform,True,True,
3117,mediterranean food,inform,inform,True,True,
3118,can i get the address,request,request,True,True,
3119,thank you good bye,thankyou,thankyou,True,True,
3120,thank you good bye,thankyou,thankyou,True,True,
3121,post code,request,request,True,True,
3122,thank you good bye,thankyou,thankyou,True,True,
3123,yes,affirm,affirm,True,True,
3124,thai,inform,inform,True,True,
3125,vegetarian food,inform,inform,True,True,
3126,thank you goodbye,thankyou,thankyou,True,True,
3127,asian oriental,inform,inform,True,True,
3128,can i have the address,request,request,True,True,
3129,central,inform,inform,True,True,
3130,thank you goodbye,thankyou,thankyou,True,True,
3131,what is the address,request,request,True,True,
3132,next,reqalts,reqalts,True,True,
3133,is there another restaurant in the west of town,reqalts,reqalts,True,True,
3134,what is the address,request,request,True,True,
3135,phone number,request,request,True,True,
3136,no canapes,negate,negate,True,True,
3137,cheap restaurant,inform,inform,True,True,
3138,is there anything else,reqalts,reqalts,True,True,
3139,can i get an address and phone number,request,request,True,True,
3140,sil,null,null,True,True,
3141,i want a cheap restaurant in the east part of town,inform,inform,True,True,
3142,any,inform,inform,True,True,
3143,mediterranean,inform,inform,True,True,
3144,phone number,request,request,True,True,
3145,whats the address,request,request,True,True,
3146,doesnt matter,inform,inform,True,True,
3147,i need a cheap restaurant in the west part of town,inform,inform,True,True,
3148,yes,affirm,affirm,True,True,
3149,it doesnt matter,inform,inform,True,True,
3150,any price range,inform,inform,True,True,
3151,european food,inform,inform,True,True,
3152,what else,reqalts,reqalts,True,True,
3153,is it hungarian food,confirm,confirm,True,True,
3154,i want to find a cheap restaurant,inform,inform,True,True,
3155,is there anything serving international food,reqalts,reqalts,True,True,
3156,may i get the address phone number,request,request,True,True,
3157,im looking for an expensive restaurant that serves thai food,inform,inform,True,True,
3158,is there anything else in the medium price range,reqalts,reqalts,True,True,
3159,i want an expensive restaurant serving european food,inform,inform,True,True,
3160,phone number,request,request,True,True,
3161,whats the address,request,request,True,True,
3162,no,negate,negate,True,True,
3163,trying to find a cheap restaurant,inform,inform,True,True,
3164,is there,null,null,True,True,
3165,thank you good bye,thankyou,thankyou,True,True,
3166,address,request,request,True,True,
3167,could i have the address,request,request,True,True,
3168,expensive food in the south of town,inform,inform,True,True,
3169,any,inform,inform,True,True,
3170,in the center of town,inform,inform,True,True,
3171,i dont care,inform,inform,True,True,
3172,restaurant in the north part of town,inform,inform,True,True,
3173,any area,inform,inform,True,True,
3174,noise,null,null,True,True,
3175,what type of food is it,request,request,True,True,
3176,anything else,reqalts,reqalts,True,True,
3177,i dont care about price,inform,inform,True,True,
3178,is there anything else,reqalts,reqalts,True,True,
3179,im looking for fusion food,inform,inform,True,True,
3180,thank you good bye,thankyou,thankyou,True,True,
3181,thank you good bye,thankyou,thankyou,True,True,
3182,goodbye,bye,bye,True,True,
3183,price range,request,request,True,True,
3184,thank you good bye,thankyou,thankyou,True,True,
3185,can i get their phone number please,request,request,True,True,
3186,i dont care,inform,inform,True,True,
3187,polynesian food,inform,inform,True,True,
3188,can i get the phone number,request,request,True,True,
3189,unintelligible,null,null,True,True,
3190,if there is no such venue how about european type of food,inform,inform,True,True,
3191,address and phone number,request,request,True,True,
3192,how about asian oriental food,reqalts,reqalts,True,True,
3193,doesnt matter,inform,inform,True,True,
3194,sil,null,null,True,True,
3195,price range,request,request,True,True,
3196,im looking for a moderately priced resturant in the east part of town,inform,inform,True,True,
3197,turkish,inform,inform,True,True,
3198,expensive east part of town,inform,inform,True,True,
3199,what is the address,request,request,True,True,
3200,thank you good bye,thankyou,thankyou,True,True,
3201,unintelligible,null,null,True,True,
3202,im looking for a cheap restaurant that sells welsh,inform,inform,True,True,
3203,yes,affirm,affirm,True,True,
3204,and the post code,request,request,True,True,
3205,what is the address,request,request,True,True,
3206,address,request,request,True,True,
3207,dont care,inform,inform,True,True,
3208,no,negate,negate,True,True,
3209,is there anything else,reqalts,reqalts,True,True,
3210,whats the address,request,request,True,True,
3211,italian,inform,inform,True,True,
3212,could i have the address and phone number plea,request,request,True,True,
3213,address,request,request,True,True,
3214,how about indian,reqalts,reqalts,True,True,
